date,open,high,low,close,pre_close,change,pct_chg,vol,amount
20120502,5.9237,6.0942,5.8581,6.0483,5.8909,0.1574,2.6719,917443.06,837210.9119
20120503,6.0352,6.068,5.8515,5.9302,6.0483,-0.1181,-1.9526,726262.87,656503.7447
20120504,5.9433,6.0614,5.8253,6.0483,5.9302,0.1181,1.9915,929879.09,841649.9934
20120507,5.9827,6.0352,5.8777,5.9499,6.0483,-0.0984,-1.6269,733492.8,663457.1318
20120508,5.9499,5.9893,5.8581,5.9302,5.9499,-0.0197,-0.3311,639793.64,576995.1376
20120509,5.8712,5.8909,5.8056,5.8581,5.9302,-0.0721,-1.2158,583098.72,519737.7237
20120510,5.8581,5.8777,5.8121,5.8581,5.8581,0,0,307039,273802.3455
20120514,5.8646,5.9565,5.799,5.8515,5.8581,-0.0066,-0.1127,583827.06,523050.4924
20120515,5.8187,5.904,5.7859,5.8449,5.8515,-0.0066,-0.1128,320827.86,285807.5409
20120516,5.8253,5.8253,5.6416,5.6481,5.8449,-0.1968,-3.367,442842.55,385954.933
20120517,5.6678,5.7465,5.6153,5.6941,5.6481,0.046,0.8144,327672.54,284334.6219
20120518,5.6744,5.7597,5.6088,5.6285,5.6941,-0.0656,-1.1521,477318.9,415069.5143
20120521,5.6416,5.7465,5.6153,5.6875,5.6285,0.059,1.0482,292333.05,253442.312
20120522,5.7072,5.9237,5.6941,5.9105,5.6875,0.223,3.9209,582690.85,517700.3298
20120523,5.8777,5.9827,5.8581,5.9368,5.9105,0.0263,0.445,354495.3,321066.9428
20120524,5.9433,6.0089,5.8384,5.8515,5.9368,-0.0853,-1.4368,283450.6,256025.4613
20120525,5.8515,5.9499,5.7859,5.8056,5.8515,-0.0459,-0.7844,349852.71,313197.4121
20120528,5.7728,6.0352,5.7465,6.0155,5.8056,0.2099,3.6155,604634.88,544844.8098
20120529,6.0155,6.1533,5.9696,6.0811,6.0155,0.0656,1.0905,664098.67,614809.2445
20120530,6.0877,6.2254,6.0352,6.1073,6.0811,0.0262,0.4308,707980.71,663089.3359
20120531,6.0614,6.1139,6.0417,6.068,6.1073,-0.0393,-0.6435,246315.33,228107.6548
20120601,6.068,6.127,5.9696,6.0024,6.068,-0.0656,-1.0811,346069.47,319127.249
20120604,5.9499,6.0483,5.904,5.9302,6.0024,-0.0722,-1.2029,398772.8,363370.0779
20120605,5.9302,6.0024,5.9105,5.9761,5.9302,0.0459,0.774,434359.26,394834.1212
20120606,5.9696,5.9761,5.8646,5.8909,5.9761,-0.0852,-1.4257,354616.86,319959.6719
20120607,5.9499,6.0483,5.8449,5.8777,5.8909,-0.0132,-0.2241,536508.5,488232.2042
20120608,5.963,6.0089,5.799,5.8515,5.8777,-0.0262,-0.4458,853055.71,766386.6794
20120611,5.8909,6.1598,5.8581,6.0352,5.8515,0.1837,3.1394,889129.38,816206.3982
20120612,6.0286,6.1533,6.0155,6.0483,6.0352,0.0131,0.2171,823025.59,762947.2361
20120613,6.1073,6.1926,6.0417,6.0811,6.0483,0.0328,0.5423,668466.79,621607.0176
20120614,6.1008,6.1664,6.068,6.0877,6.0811,0.0066,0.1085,487802.46,454871.0737
20120615,6.1008,6.1205,5.8909,5.9761,6.0877,-0.1116,-1.8332,739165.31,673744.0145
20120618,5.9893,6.0286,5.9433,6.0286,5.9761,0.0525,0.8785,566132.83,516643.604
20120619,5.9893,6.0352,5.9105,5.9433,6.0286,-0.0853,-1.4149,312688.5,284683.3938
20120620,5.9565,5.9761,5.8909,5.9237,5.9433,-0.0196,-0.3298,271900.01,246101.6329
20120621,5.904,5.9696,5.8843,5.9237,5.9237,0,0,318527.8,287884.6978
20120625,5.8843,5.8843,5.635,5.74,5.9237,-0.1837,-3.1011,715571.12,629673.8636
20120626,5.7203,5.9105,5.7072,5.8712,5.74,0.1312,2.2857,643645.27,570644.9097
20120627,5.8449,5.963,5.799,5.8712,5.8712,0,0,492010.46,442982.4073
20120628,5.8777,5.904,5.799,5.8056,5.8712,-0.0656,-1.1173,335985.38,299511.7033
20120629,5.8121,5.9171,5.7859,5.8449,5.8056,0.0393,0.6769,286205.09,254738.0941
20120702,5.8646,5.9433,5.8449,5.8909,5.8449,0.046,0.787,291456.88,261062.8317
20120703,5.8974,6.0549,5.8384,5.9827,5.8909,0.0918,1.5583,522014.23,476735.1075
20120704,6.0024,6.0352,5.963,5.9761,5.9827,-0.0066,-0.1103,297582.46,271842.005
20120705,6.0028,6.1891,6.0028,6.1824,5.9761,0.2063,3.4521,716488.82,658751.175
20120706,6.3089,6.422,6.2556,6.422,6.1824,0.2396,3.8755,1655358.95,1583264.721
20120709,6.3621,6.5884,6.3222,6.4287,6.422,0.0067,0.1043,1047940.57,1024723.045
20120710,6.3887,6.4886,6.2556,6.3488,6.4287,-0.0799,-1.2429,594473.05,569835.5403
20120711,6.3288,6.4619,6.1824,6.2556,6.3488,-0.0932,-1.468,687933.26,651273.0918
20120712,6.249,6.4753,6.229,6.4087,6.2556,0.1531,2.4474,742758.85,708986.8423
20120713,6.3887,6.5751,6.3688,6.5618,6.4087,0.1531,2.3889,722659.47,707758.4942
20120716,6.5551,6.6017,6.3754,6.4753,6.5618,-0.0865,-1.3182,519852.35,506012.2245
20120717,6.4287,6.6217,6.422,6.5218,6.4753,0.0465,0.7181,414763.8,407829.2312
20120718,6.5152,6.5884,6.1225,6.2756,6.5218,-0.2462,-3.775,904094.86,854379.9029
20120719,6.2556,6.3821,6.2024,6.2823,6.2756,0.0067,0.1068,578233.53,546749.5746
20120720,6.229,6.2756,6.1159,6.1891,6.2823,-0.0932,-1.4835,394106.9,367447.6942
20120723,6.1225,6.2157,6.076,6.1292,6.1891,-0.0599,-0.9678,287909.78,264864.3154
20120724,6.1026,6.3089,6.0959,6.2091,6.1292,0.0799,1.3036,330378.28,308784.7358
20120725,6.1625,6.1891,6.0227,6.056,6.2091,-0.1531,-2.4657,428484.78,391209.9681
20120726,6.0493,6.1092,5.8563,5.9295,6.056,-0.1265,-2.0888,546310.95,488521.2141
20120727,5.9295,6.0161,5.8164,5.9761,5.9295,0.0466,0.7859,299596.77,267873.3892
20120730,6.0028,6.056,5.9894,5.9894,5.9761,0.0133,0.2226,225476.2,204003.3354
20120731,6.0427,6.1625,6.0227,6.1425,5.9894,0.1531,2.5562,358515.41,329172.1436
20120801,6.1425,6.2823,6.1425,6.2091,6.1425,0.0666,1.0842,349387.83,327291.2355
20120802,6.2024,6.2091,5.6567,5.7898,6.2091,-0.4193,-6.753,953848.8,842599.5029
20120803,5.863,5.8896,5.6567,5.7898,5.7898,0,0,717484.29,620735.6824
20120806,5.7565,5.8763,5.67,5.8297,5.7898,0.0399,0.6891,636538.58,551049.586
20120807,5.8563,5.9562,5.8031,5.8763,5.8297,0.0466,0.7994,464594.13,408871.0248
20120808,5.8697,5.9961,5.863,5.9429,5.8763,0.0666,1.1334,426804.73,380925.8811
20120809,5.9495,6.0493,5.9429,5.9894,5.9429,0.0465,0.7824,422204.33,380576.2
20120810,5.9894,5.9894,5.8231,5.8497,5.9894,-0.1397,-2.3325,459934.56,405112.3008
20120813,5.8297,5.8297,5.5369,5.6035,5.8497,-0.2462,-4.2088,1232150.1,1045248.23
20120814,5.6168,5.7099,5.5569,5.7099,5.6035,0.1064,1.8988,499067.61,422942.3188
20120815,5.6634,5.7232,5.6434,5.7033,5.7099,-0.0066,-0.1156,335584.27,286716.026
20120816,5.67,5.7632,5.67,5.7499,5.7033,0.0466,0.8171,265970.63,229297.5936
20120817,5.7432,5.7898,5.6567,5.7299,5.7499,-0.02,-0.3478,260520.34,223700.8772
20120820,5.6567,5.6567,5.5236,5.6567,5.7299,-0.0732,-1.2775,401637.7,336400.6036
20120821,5.6234,5.7232,5.4704,5.5369,5.6567,-0.1198,-2.1178,820202.94,685725.7405
20120822,5.5236,5.5303,5.3439,5.4171,5.5369,-0.1198,-2.1637,801190.18,652654.9828
20120823,5.4105,5.4637,5.3106,5.3972,5.4171,-0.0199,-0.3674,625742.09,506929.8305
20120824,5.3572,5.4304,5.3373,5.4038,5.3972,0.0066,0.1223,348295.71,282676.4617
20120827,5.3905,5.4637,5.3572,5.3772,5.4038,-0.0266,-0.4922,426630.42,346703.1096
20120828,5.3705,5.4038,5.2907,5.3239,5.3772,-0.0533,-0.9912,360094.63,288383.8081
20120829,5.304,5.3705,5.284,5.304,5.3239,-0.0199,-0.3738,202372.41,161700.0723
20120830,5.2441,5.3506,5.2441,5.3173,5.304,0.0133,0.2508,312722.97,249676.4139
20120831,5.2907,5.4038,5.2907,5.3373,5.3173,0.02,0.3761,272985.19,220095.9994
20120903,5.3439,5.5569,5.3306,5.5169,5.3373,0.1796,3.365,630697.45,520954.9577
20120904,5.5169,5.5635,5.4504,5.477,5.5169,-0.0399,-0.7232,370744.76,307083.7723
20120905,5.477,5.5968,5.4637,5.5369,5.477,0.0599,1.0937,395012.21,329668.2875
20120906,5.5502,5.6567,5.5303,5.5569,5.5369,0.02,0.3612,281715.93,236230.235
20120907,5.6035,5.9096,5.5901,5.7232,5.5569,0.1663,2.9927,1070571.98,924236.1111
20120910,5.7366,5.7964,5.6567,5.7299,5.7232,0.0067,0.1171,524961.7,450581.8788
20120911,5.69,5.7099,5.5968,5.6434,5.7299,-0.0865,-1.5096,352880.28,299554.8977
20120912,5.6767,5.7366,5.5436,5.6234,5.6434,-0.02,-0.3544,462917.76,389967.496
20120913,5.6168,5.6833,5.5569,5.6035,5.6234,-0.0199,-0.3539,252133.28,213196.087
20120914,5.65,5.6634,5.497,5.5502,5.6035,-0.0533,-0.9512,774177.08,645278.5008
20120917,5.5236,5.5635,5.2973,5.3639,5.5502,-0.1863,-3.3566,898867.02,725758.169
20120918,5.3373,5.3972,5.2907,5.3306,5.3639,-0.0333,-0.6208,344756.45,276953.3124
20120919,5.3506,5.3572,5.2973,5.3506,5.3306,0.02,0.3752,366851.65,293740.6961
20120920,5.3239,5.3373,5.1709,5.2042,5.3506,-0.1464,-2.7361,584727.89,459069.8783
20120921,5.1909,5.2308,5.1642,5.1975,5.2042,-0.0067,-0.1287,388550.04,303523.4479
20120924,5.1909,5.3106,5.0578,5.2507,5.1975,0.0532,1.0236,455013.87,354786.4099
20120925,5.2374,5.2907,5.2108,5.2641,5.2507,0.0134,0.2552,239616.51,189554.0239
20120926,5.2574,5.2774,5.1376,5.1842,5.2641,-0.0799,-1.5178,249694.16,194416.6393
20120927,5.1909,5.477,5.1509,5.4637,5.1842,0.2795,5.3914,769552.42,618813.1372
20120928,5.4038,5.6234,5.3639,5.6101,5.4637,0.1464,2.6795,760464,629670.6456
20121008,5.5702,5.6367,5.3838,5.4304,5.6101,-0.1797,-3.2032,473161.8,388940.9261
20121009,5.4504,5.5835,5.4437,5.5635,5.4304,0.1331,2.451,487942.85,406162.4383
20121010,5.5702,5.5702,5.457,5.5635,5.5635,0,0,507343.5,420866.0084
20121011,5.5436,5.5436,5.4704,5.5169,5.5635,-0.0466,-0.8376,254369.67,210036.0328
20121012,5.5369,5.5768,5.4504,5.4837,5.5169,-0.0332,-0.6018,311356.63,257470.9038
20121015,5.497,5.497,5.4171,5.4504,5.4837,-0.0333,-0.6073,213705.42,174773.8803
20121016,5.4437,5.4903,5.4171,5.4437,5.4504,-0.0067,-0.1229,291622.99,239021.0411
20121017,5.4704,5.477,5.3972,5.4105,5.4437,-0.0332,-0.6099,367209.48,299435.8013
20121018,5.4371,5.65,5.3972,5.6168,5.4105,0.2063,3.813,860133.94,718318.3329
20121019,5.5901,5.6567,5.5768,5.6035,5.6168,-0.0133,-0.2368,368909.84,311265.0352
20121022,5.5768,5.65,5.4903,5.6035,5.6035,0,0,651035.47,543492.2011
20121023,5.5901,5.7033,5.5635,5.5901,5.6035,-0.0134,-0.2391,501913.2,424849.4594
20121024,5.6434,5.6767,5.5835,5.6101,5.5901,0.02,0.3578,460994.85,389930.5437
20121025,5.6168,5.6767,5.5303,5.5569,5.6101,-0.0532,-0.9483,421703.23,354406.1991
20121026,5.5569,5.5835,5.4105,5.457,5.5569,-0.0999,-1.7978,352324.05,289454.9705
20121029,5.4504,5.4704,5.3772,5.4704,5.457,0.0134,0.2456,312629.39,255171.1232
20121030,5.477,5.5835,5.4238,5.5236,5.4704,0.0532,0.9725,593437.34,491766.0596
20121031,5.5169,5.5502,5.4437,5.5369,5.5236,0.0133,0.2408,472225.24,389716.9407
20121101,5.5236,5.7565,5.5036,5.7166,5.5369,0.1797,3.2455,1317349.53,1126246.554
20121102,5.7299,5.7898,5.6767,5.7565,5.7166,0.0399,0.698,742124.89,639417.9376
20121105,5.7565,5.8098,5.6567,5.7698,5.7565,0.0133,0.231,498509.91,429726.733
20121106,5.7698,5.7831,5.6367,5.7299,5.7698,-0.0399,-0.6915,409863.03,352493.4566
20121107,5.7232,5.7632,5.6367,5.6634,5.7299,-0.0665,-1.1606,331805.51,283476.2609
20121108,5.6234,5.7166,5.6035,5.6567,5.6634,-0.0067,-0.1183,351659.29,299941.4972
20121109,5.6234,5.6833,5.5702,5.5768,5.6567,-0.0799,-1.4125,338518.22,285786.8853
20121112,5.5768,5.7033,5.5702,5.6966,5.5768,0.1198,2.1482,475668.23,403859.7244
20121113,5.6833,5.6833,5.5502,5.5702,5.6966,-0.1264,-2.2189,314551.14,264760.5286
20121114,5.5502,5.5968,5.5036,5.5702,5.5702,0,0,218467.46,182174.9209
20121115,5.5502,5.5702,5.4704,5.4903,5.5702,-0.0799,-1.4344,452676.75,374963.4464
20121116,5.4437,5.4903,5.3838,5.4704,5.4903,-0.0199,-0.3625,385875.83,314443.3837
20121119,5.4637,5.5103,5.3705,5.4437,5.4704,-0.0267,-0.4881,281445.89,229957.4199
20121120,5.457,5.5702,5.4304,5.4903,5.4437,0.0466,0.856,305901.58,253268.7986
20121121,5.4903,5.5901,5.4704,5.5702,5.4903,0.0799,1.4553,302737.57,252100.5596
20121122,5.5303,5.6367,5.5103,5.5768,5.5702,0.0066,0.1185,300100.69,252122.1786
20121123,5.6035,5.6634,5.5702,5.6234,5.5768,0.0466,0.8356,322283.63,272251.0682
20121126,5.6101,5.6567,5.5569,5.6035,5.6234,-0.0199,-0.3539,303186.55,254786.3617
20121127,5.5768,5.67,5.5502,5.6301,5.6035,0.0266,0.4747,303200.75,256012.8045
20121128,5.6168,5.6367,5.5369,5.5502,5.6301,-0.0799,-1.4192,257429.68,216441.0486
20121129,5.5502,5.6634,5.5502,5.6101,5.5502,0.0599,1.0792,359090.52,303336.5624
20121130,5.6101,5.9362,5.5968,5.8231,5.6101,0.213,3.7967,951928.62,832880.3669
20121203,5.8231,5.9894,5.7898,5.8563,5.8231,0.0332,0.5701,887407.23,788799.7246
20121204,5.8497,5.9628,5.7366,5.9562,5.8563,0.0999,1.7059,621801.76,549269.454
20121205,5.9362,6.2224,5.9362,6.0826,5.9562,0.1264,2.1222,1178722.83,1079694.677
20121206,6.076,6.2224,6.0693,6.1691,6.0826,0.0865,1.4221,708926.47,656493.4411
20121207,6.1758,6.2556,6.0493,6.1225,6.1691,-0.0466,-0.7554,894789.32,826972.6206
20121210,6.1625,6.2556,6.0959,6.2157,6.1225,0.0932,1.5223,1024961.08,955422.9126
20121211,6.1891,6.2224,6.1425,6.1492,6.2157,-0.0665,-1.0699,320828.16,298454.3272
20121212,6.1492,6.2091,6.0294,6.1492,6.1492,0,0,479580.07,441398.2555
20121213,6.1425,6.2689,6.0693,6.2024,6.1492,0.0532,0.8652,682341.2,638204.6545
20121214,6.2157,6.4753,6.1824,6.4553,6.2024,0.2529,4.0775,1201221.06,1149410.44
20121217,6.442,6.5884,6.3155,6.3688,6.4553,-0.0865,-1.34,996220.62,965351.1642
20121218,6.3288,6.4353,6.0959,6.1359,6.3688,-0.2329,-3.6569,1411284.7,1319079.167
20121219,6.1292,6.229,5.9961,6.1957,6.1359,0.0598,0.9746,1370020.56,1255541.342
20121220,6.1558,6.3288,6.1092,6.3089,6.1957,0.1132,1.8271,799673.97,748850.3842
20121221,6.3222,6.3887,6.2091,6.2756,6.3089,-0.0333,-0.5278,544509.08,515889.256
20121224,6.2889,6.3954,6.2756,6.3555,6.2756,0.0799,1.2732,475187.24,452650.2927
20121225,6.3555,6.828,6.3222,6.7348,6.3555,0.3793,5.9681,1664488.24,1658338.103
20130121,7.4069,7.4069,7.4069,7.4069,6.7348,0.6721,9.9795,234308.93,260785.8391
20130122,7.7796,8.1057,7.6998,7.8262,7.4069,0.4193,5.6609,4643326.45,5468736.029
20130123,7.8528,7.8728,7.6532,7.7796,7.8262,-0.0466,-0.5954,1299451.95,1514144.548
20130124,7.7264,8.1323,7.6998,7.9526,7.7796,0.173,2.2238,2190418.27,2623808.834
20130125,7.9726,7.9992,7.6998,7.7863,7.9526,-0.1663,-2.0911,863217.07,1013223.913
20130128,7.753,8.0991,7.7463,8.0259,7.7863,0.2396,3.0772,1389979.64,1666366.806
20130129,8.0458,8.4185,8.0259,8.1257,8.0259,0.0998,1.2435,1359886.14,1682119.214
20130130,8.0991,8.485,8.0857,8.4318,8.1257,0.3061,3.7671,1270812.29,1585016.818
20130131,8.3852,8.4118,7.9526,7.9926,8.4318,-0.4392,-5.2089,1513077.95,1847783.657
20130201,8.0192,8.0857,7.7397,7.9593,7.9926,-0.0333,-0.4166,1683324.16,1998393.869
20130204,7.8728,8.0525,7.6598,7.9194,7.9593,-0.0399,-0.5013,1466997.92,1727427.821
20130205,7.926,8.332,7.8528,8.2055,7.9194,0.2861,3.6126,1694590.19,2067790.839
20130206,8.1856,8.1922,7.9793,8.0924,8.2055,-0.1131,-1.3783,749300.71,909340.145
20130207,8.0325,8.0525,7.8462,7.9061,8.0924,-0.1863,-2.3022,773072.46,920219.2746
20130208,7.8528,8.1124,7.8395,8.0059,7.9061,0.0998,1.2623,791139.3,946272.2405
20130218,8.0724,8.1323,7.7264,7.7863,8.0059,-0.2196,-2.743,783110.07,926069.4444
20130219,7.8062,7.8129,7.4269,7.4535,7.7863,-0.3328,-4.2742,1183049.51,1338138.639
20130220,7.4402,7.6266,7.4136,7.6132,7.4535,0.1597,2.1426,840893.74,948132.0497
20130221,7.5866,7.7796,7.3404,7.5267,7.6132,-0.0865,-1.1362,1461142.29,1662394.321
20130222,7.5068,7.6199,7.4402,7.5334,7.5267,0.0067,0.089,613309.99,694709.9367
20130225,7.54,7.6199,7.2206,7.3271,7.5334,-0.2063,-2.7385,823755.32,911798.8828
20130226,7.2539,7.4336,7.1407,7.2006,7.3271,-0.1265,-1.7265,774761.42,851761.1527
20130227,7.2006,7.5866,7.2006,7.5334,7.2006,0.3328,4.6218,879030.95,982106.2757
20130228,7.6665,8.0458,7.6665,7.9859,7.5334,0.4525,6.0066,1545465.14,1829220.682
20130301,7.9926,8.1057,7.8395,8.0125,7.9859,0.0266,0.3331,875066.14,1049191.441
20130304,7.347,7.4868,7.214,7.214,8.0125,-0.7985,-9.9657,3115455.44,3408720.438
20130305,7.2073,7.3537,6.9877,7.2472,7.214,0.0332,0.4602,2182775.25,2348128.064
20130306,7.2805,7.5001,7.2805,7.4203,7.2472,0.1731,2.3885,1454174.79,1616878.88
20130307,7.3803,7.6066,7.2472,7.4602,7.4203,0.0399,0.5377,1146701.35,1277049.783
20130308,7.4668,7.5201,7.2872,7.2938,7.4602,-0.1664,-2.2305,706000.23,783976.6024
20130311,7.2539,7.4935,7.1873,7.3936,7.2938,0.0998,1.3683,666670.92,743149.7403
20130312,7.3537,7.6199,7.347,7.4668,7.3936,0.0732,0.99,978310.67,1100966.574
20130313,7.4535,7.4535,7.2339,7.2872,7.4668,-0.1796,-2.4053,645846.52,708390.0491
20130314,7.2006,7.3271,7.0809,7.1873,7.2872,-0.0999,-1.3709,704963.18,761951.1696
20130315,7.1541,7.3071,6.8745,6.9744,7.1873,-0.2129,-2.9622,1049997.33,1113087.962
20130318,6.9411,7.1873,6.9411,7.1141,6.9744,0.1397,2.003,629209.81,669162.0486
20130319,7.1274,7.3404,7.0609,7.2872,7.1141,0.1731,2.4332,709967.09,773139.6048
20130320,7.2938,7.5999,7.2605,7.4668,7.2872,0.1796,2.4646,1045528.1,1177130.031
20130321,7.4735,7.5201,7.214,7.3271,7.4668,-0.1397,-1.8709,806103.77,891271.1828
20130322,7.3204,7.3737,7.2006,7.3204,7.3271,-0.0067,-0.0914,684082.12,746499.8845
